ip_address,country_code,country,city,latitude,longitude,mystery_value
34.83.130.7,CG,Lao People's Democratic Republic,West Gilbert,-64.1069577887,73.3628783967,4922038245
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
5.177.26.64,EU,El Salvador,Ralphchester,latitude,longitude,0
90.176.41.250,ZW,Barbados,North Romaineberg,-45.2053549994,50.924518121,9119590629
19.11.117.229,TD,Fiji,North Hilarioton,-32.5004770232,-82.7913885895,8601847414
,RW,Equatorial Guinea,,20.9436145785,-175.1355742208,0
147.25.185.100,ZA,Saint Kitts and Nevis,Hillltown,-54.5000153943,-41.9150384315,5758474579
34.237.178.246,TL,Saint Martin,Swiftborough,34.0159375804,120.6666241725,6983015598
216.177.128.44,LR,Bosnia and Herzegovina,Breitenbergfurt,79.2260128237,-141.1042701996,9341421406
51.113.213.103,MZ,French Southern Territories,Kertzmannmouth,-42.8464456223,-94.1126936937,7789464248
11.14.55.236,MV,Morocco,East Syblebury,-76.1612414676,164.1233421941,1246060276
113.110.58.21,GS,Brunei Darussalam,South Paige,56.6663323542,149.1463400825,6472471037
206.232.22.19,NC,India,East Tevin,-34.5614402271,142.9612102399,3368012559
139.200.27.241,NP,Gambia,South Brisabury,-25.9154890911,-4.0395984151,2384948155
40.34.41.202,HN,Sudan,North Domenico,67.8666796663,-130.1607932126,3947739802
186.171.57.248,NE,Liechtenstein,South Krisberg,-3.9919866818,-37.1291935008,1204727106
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
98.230.13.200,SN,Azerbaijan,North Adelefort,-39.2934467027,142.7170345704,8237402656
160.217.176.70,TN,Guadeloupe,Alecview,25.9954156181,97.7247168264,1175084130
165.162.74.224,AG,Mauritania,Lake Bertha,-87.7111961174,-22.5976074599,1669945769
196.217.148.4,GH,Nigeria,Port Shemar,1.8529253996,90.415792415,4745016022
156.79.62.225,BE,Botswana,West Jacyntheborough,-76.0066451065,68.8999493773,3466000473
170.222.182.12,RU,Armenia,East Miaberg,4.0658077107,-44.7566137892,8788049195
95.243.136.248,KE,Isle of Man,Julianton,-28.7033863493,-68.9261582422,3433810268
170.26.138.121,WS,France,Salvadormouth,-60.5728978336,135.7550905157,5419987190
80.87.116.244,PR,Liberia,Lake Joe,31.5761887033,37.5144847867,9360750410
120.251.22.110,SY,Israel,New Dena,-49.709014355,39.7793687514,1831423761
190.114.187.52,BT,Estonia,Port Verdie,40.5528631212,-24.4644312724,3091245297
197.239.146.135,JO,Costa Rica,New Lemuelborough,-46.4720757769,-152.6524461411,3404854104
5.74.109.164,EC,Suriname,West Dave,74.4301195062,84.456650538,4876860634
20.132.109.92,VE,Saint Barthelemy,New Earlenefort,-28.95473947,-129.8399609265,8448858275
11.60.11.163,CN,South Africa,West Reedtown,-61.4827548655,-25.011166324,3020784587
80.197.50.175,GL,Republic of Korea,West Demarco,-49.8604012034,-83.8072052718,7686229727
161.100.195.200,GY,Maldives,Sengershire,81.2116708396,-165.3625100705,8684203729
184.88.188.37,VE,Panama,Port Penelopeside,-41.1116058149,-171.1262223583,4498965203
212.50.119.130,EU,Haiti,East Kailyn,latitude,longitude,0
33.249.173.194,MA,Malawi,Gunnerland,67.8986667828,-161.4155092757,4297712124
32.215.143.205,ID,Ecuador,Schuppefurt,83.5150738646,-103.5330068225,9881630775
162.98.204.108,CC,Belarus,New Joanystad,-5.2698137575,52.6549835224,1890963561
67.228.162.131,CU,Belgium,Port Monatown,63.0491592848,-27.2134271587,9944184562
68.18.219.235,TK,Austria,South Samson,89.7624739867,-166.1288199664,2532838971
3.218.166.104,JO,Macao,O'Connerberg,-34.826468833,157.2050388695,3081006934
155.118.5.78,LA,Andorra,Boyleborough,-79.5536245261,-120.449388894,2005475757
129.195.11.53,SV,Germany,North Clydeton,-48.8654984432,102.0523259931,7601128706
100.181.188.49,KR,Japan,New Jamisonshire,-17.2405438171,-92.0676531157,5871159019
119.173.85.183,VE,Morocco,Goodwinport,-10.592257057,12.2980667708,2651776082
84.101.246.122,TV,New Caledonia,Lake Ciara,-59.894805072,-172.450278816,3137598135
139.64.29.188,NG,Ethiopia,Lake Billy,-17.0977885186,16.1054813116,1652258787
175.180.24.82,HN,Botswana,Mylesshire,-43.2221135714,-130.9962550748,8000109310
129.11.18.167,TT,Turkmenistan,Bergstrommouth,-67.2341130151,-74.7892275136,9011339453
106.171.189.70,CA,Western Sahara,North Jarrettbury,-7.8052597285,124.2779913308,9662774327
82.239.152.199,NG,Spain,Stevebury,-64.3362826171,-95.8404102077,5995296335
70.123.252.222,HT,Libyan Arab Jamahiriya,West Mary,83.6308538493,-169.5650161674,4931919819
6.54.92.15,TH,Kuwait,North Filiberto,-50.6908193789,70.9839845615,5475568155
124.49.100.40,EG,Macao,New Owenhaven,38.409624573,135.1735728096,3300164241
190.73.18.108,PF,Jordan,New Abagailview,-83.2694422944,73.3963236381,7362787267
128.62.68.124,MV,Solomon Islands,North Alivia,71.9734922674,-142.091163904,5357889697
115.227.27.62,BO,Puerto Rico,South Zolaside,67.5145776563,35.7012524747,9626053514
63.113.235.57,ZW,Montenegro,Gerlachville,-10.742097199,-70.4234101481,6871709032
23.196.193.93,KN,Afghanistan,Marionhaven,-12.9025110349,165.2500641162,7759240846
144.244.228.203,KG,Zimbabwe,Arelyhaven,64.2604079704,-87.6832415781,1413230350
209.40.59.122,TV,Reunion,West Cheyanne,-16.5101321855,-142.3292798917,6832894976
64.217.178.210,SG,Norfolk Island,Port Billiemouth,-73.764581403,-141.6736308724,4609578083
223.39.109.222,BF,Turkmenistan,South Winston,-82.3273077442,-77.9823987785,6717818707
54.147.222.85,TC,Bolivia,Baumbachside,24.2965267407,-53.0013074565,3622711720
161.116.224.167,MF,Faroe Islands,Jacobsonport,-40.4847357933,4.2733574017,5577241619
17.163.135.23,KP,Portugal,Dylanville,-44.8730486633,158.7776796326,8902413587
89.55.215.133,KM,Fiji,Cruickshankmouth,-76.4618439707,-135.864328389,5083989862
85.148.246.144,,,,0,0,7504515875
44.69.252.37,PT,Uganda,Spencermouth,24.865148447,-33.3148720048,9280215462
123.7.132.26,VI,Barbados,North Olinbury,-25.6867767457,-50.3274468713,6622789108
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
125.128.20.170,KN,Spain,New Maureen,30.566977381,-139.7747221647,9831445199
133.37.141.13,TO,Saint Martin,Lake Daisha,-6.3520523669,108.8008618992,6939133751
41.196.215.181,TJ,Nauru,Port Angel,49.1468229227,89.2357973626,4502313259
106.117.133.13,LS,Burundi,West Jayceeview,41.1623326111,-54.2167708707,5702059845
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
64.170.187.86,EC,Mauritius,Swiftshire,-62.8626231076,-165.8583339007,9320564556
166.103.54.64,IE,Nigeria,Juanaberg,33.6954663671,-50.807456319,3981721748
23.44.83.169,AT,Papua New Guinea,North Genehaven,-68.8995142492,-119.9036088752,4854986663
110.182.217.250,EU,Christmas Island,Lake Gennaro,latitude,longitude,0
31.199.234.155,PN,Estonia,Lake Armandoburgh,-84.8386455737,59.1345169611,1857475538
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
108.143.38.247,SC,Eritrea,South Gabrielle,86.8479747644,-8.1034450791,4178174105
37.54.204.237,LT,Ecuador,Lake Trentville,-26.9961965473,-53.3583933822,1370878061
35.245.56.37,FI,Pitcairn Islands,Emiliobury,64.2263102315,19.1311558782,2811160492
105.69.223.181,CG,Bulgaria,Lake Jerald,-30.2790920005,-108.6459418911,3280385187
155.250.174.155,EH,Guernsey,Torphyport,4.4605317756,-149.4627220001,1109008463
50.225.226.132,UM,Niger,North Shirleyberg,-83.578807938,-88.0483362821,3947004921
14.220.243.208,MY,Isle of Man,Johannafort,-82.5116599545,115.0719180512,7220102771
42.116.184.65,MC,Argentina,South Jonberg,-82.1696079899,165.7760381066,7634276448
,BJ,Haiti,,-62.4225132061,137.8168138282,0
61.58.212.116,NU,Grenada,Gaylordfort,38.746347338,-44.0578470171,7289800311
144.242.66.41,FR,Spain,Port Lempi,79.9174288687,-162.669224292,2034987770
,TH,Nicaragua,,47.7246920444,73.1206079487,0
112.110.222.162,NO,Austria,North Shawna,-19.5168861269,61.6568680714,4457852516
,EG,Turks and Caicos Islands,,34.0092095319,17.7294909599,0
107.99.179.159,EU,Finland,Gaylordtown,latitude,longitude,0
50.34.221.28,MK,Guatemala,Arjunburgh,-18.4596569277,-4.888741674,7232957164
128.97.19.199,NO,Cayman Islands,Stehrchester,29.0370387853,52.7113784551,1961852521
208.8.208.156,HK,Montenegro,Port Cobyside,-85.5497551005,153.1472626862,1708523267
107.19.169.138,DK,Bouvet Island (Bouvetoya),Thoraview,86.6044284955,6.738712546,8908847169
105.46.166.78,EH,Martinique,South Westonmouth,24.2312344237,-43.036165829,4346017299
200.169.159.14,VC,Uganda,Kuhlmanview,-80.6801881138,-169.2965539174,1906324599
67.143.113.3,CN,Vietnam,Zulaufburgh,-41.1799578599,118.063531062,3123537250
219.5.65.63,CD,Cocos (Keeling) Islands,Lake Frederick,-78.4757873086,-47.5654020473,5807980259
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
157.132.250.128,VI,Costa Rica,Hirthestad,54.3236182602,97.578287957,4757472929
77.69.179.106,AQ,Panama,New Kobyton,63.0382034304,-122.0672363684,8454292282
98.142.242.148,PR,Pitcairn Islands,Naderview,-53.0980541049,85.179557041,2606569314
94.237.125.35,IQ,Zambia,Annaliseshire,-19.8340269902,104.8018766937,9166018685
96.175.15.204,BL,Oman,West Haleyburgh,2.1313392324,39.4957913014,4569689793
25.39.194.73,GI,Liberia,Port Della,31.196614746,27.3856057257,7298937515
207.227.147.166,GN,Syrian Arab Republic,Medhurstland,-15.3772116584,-80.8795802155,1714226246
198.156.116.143,EU,Falkland Islands (Malvinas),South Frank,latitude,longitude,0
not your IP address,DE,Sri Lanka,Naderborough,78.5280761804,-69.6636595995,2006018300
164.122.130.246,SZ,Niger,Lake Diamondland,70.4777492365,-117.1533497614,1082071661
23.213.16.228,CZ,Yemen,South Hilda,-52.3244790804,7.8418290754,4918295458
169.224.136.177,BO,Luxembourg,East Heidimouth,58.2203512911,-76.9530309714,7085535451
54.174.39.227,TL,Greece,West Daynaland,25.6001157392,137.019966984,2401653397
91.149.163.102,SJ,Portugal,Aliabury,-3.5290889401,27.0806259526,5478358690
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
214.202.100.19,LY,Uganda,Heidenreichmouth,37.199158381,0.4715345466,6663702944
137.115.231.142,MN,Cape Verde,Lourdeston,78.6840167498,-156.5923902565,8697291882
79.89.43.202,WS,Vanuatu,Waelchistad,-85.8402699187,28.9154827203,1130041069
,BG,Greece,,-3.0389566242,156.7481337282,0
91.220.75.54,HU,Lao People's Democratic Republic,Rauburgh,62.7187343194,17.9535363952,6618549446
151.251.143.254,BQ,Latvia,Broderickmouth,53.4404119699,-34.6843484841,6724371909
140.102.2.138,AG,Pitcairn Islands,Delphinemouth,89.542961878,-136.8742425254,8287241926
8.115.240.135,MG,Brunei Darussalam,Bethelborough,41.1450759658,-80.8094457734,7477282220
114.78.120.163,ZM,Hungary,Port Gloriaborough,-4.0577043033,-107.3599753106,6805940633
94.15.70.240,MM,Bahrain,South Katherineville,-62.9909898498,-127.5914753942,4120155195
21.175.18.106,EE,Kazakhstan,New Ericka,67.5829756803,-108.5291075461,6731299697
110.122.31.18,FI,Uganda,North Cara,38.5145448672,-66.7907059102,5478653221
184.40.88.230,PS,Palau,Rubymouth,30.6050912435,-121.4755310733,3424052702
117.191.222.232,ML,El Salvador,New Assuntabury,-70.6767110512,-95.293798339,2167330222
47.67.215.71,MX,Guatemala,West Cullenbury,69.2331695784,90.8947184068,5794777789
140.188.106.199,CV,Gabon,Schummmouth,32.2695048617,83.7105156555,7156083878
124.224.70.81,CA,Belarus,West Marcelina,25.2884654482,-87.722288789,8400316910
33.147.202.81,SG,Senegal,Ratkemouth,33.2776598832,-105.0189928314,8073749299
4.100.71.13,LK,Malawi,West Leone,-73.38173056,-38.983664369,9251994631
107.74.236.146,ML,Niger,New Micaelafurt,1.8100652124,-4.6840232331,9754893723
70.222.160.203,EE,Micronesia,Strosinhaven,51.6223897864,-120.7213660093,8396121467
78.56.164.117,CL,Malta,Robertsville,-32.9920836628,58.15244792,7377669177
not your IP address,MG,Oman,New Sheafurt,-0.1681706302,85.9679225186,9706237624
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
133.195.92.142,HN,India,South Marlinbury,19.0175547149,-3.1370362258,3878565317
122.211.34.220,TW,Chad,West Howard,-79.1464446995,79.3393493326,1388820790
116.33.205.52,SY,Maldives,East Rachelton,75.2089188635,154.6791302313,1177319708
196.214.249.169,PW,Tanzania,Port Sammie,-72.640730817,85.9819666775,3483546139
80.136.192.99,BW,Papua New Guinea,Shermanmouth,45.0745392058,-179.4897104804,3872893473
128.149.62.212,HM,Micronesia,Ciceromouth,13.5869622267,-80.8953681686,5142566005
110.214.185.77,MQ,Colombia,South Jadeland,-76.3706440074,176.5317665953,2733844447
189.153.69.144,SN,Afghanistan,Port Eddtown,37.0805638642,-100.8198999769,7097884314
126.148.97.177,KM,Dominica,Omerfort,34.0610910818,152.5069260544,2479702259
92.20.63.41,KP,Lesotho,South Guidoview,40.1446391461,-135.5325874424,2887282671
30.44.63.100,KY,French Guiana,Annabellview,-67.8024013332,145.6269243018,2395490073
112.205.58.205,MC,Egypt,Alanfurt,-62.5141836703,72.4320317253,3087796777
not your IP address,SG,Madagascar,Port Tiaraland,-31.9768779913,156.1768341167,7748791278
65.35.141.78,CA,Peru,Croninville,13.1445703649,134.3952539323,6463250689
14.145.209.249,UG,Tunisia,South Alana,-86.2609298209,-27.0364671388,8764664526
222.50.230.52,BY,San Marino,East Shyann,29.0709996503,-4.672394524,5998054894
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
165.32.251.134,BF,Guernsey,Stammstad,-66.9841574104,68.9975249347,1865448506
139.87.20.20,TM,Argentina,Port Makenziefurt,67.7121576949,-14.9559732938,2004468819
188.225.83.22,PG,Marshall Islands,Port Cristopher,12.0079259077,-151.5257154452,8404953941
185.158.225.58,HT,Turks and Caicos Islands,Wunschville,86.2498723869,135.7262578817,5846597229
148.91.207.121,BI,Uganda,Port Eduardoview,-36.5094286125,-0.8805356434,3152956816
32.196.205.37,CO,San Marino,West Lenore,42.5437503733,84.5018550474,4982696809
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
92.128.185.162,42,Barbados,East Rosarioside,85.4105300806,-45.8468531552,0
204.59.35.73,UM,New Zealand,Lake Marvin,-17.6002224344,-91.9202950457,3168613153
176.223.114.34,SY,Saudi Arabia,Floridaville,-62.8581684475,-133.5578554944,5722013338
13.7.143.217,LV,Wallis and Futuna,South Romaville,-81.4445696203,-99.1656525328,6730748407
213.210.40.173,42,Estonia,Port Leola,85.8679493742,-137.2597647629,0
201.165.163.107,ET,Chile,Lake Brendanchester,17.1268944835,50.08294981,5887235910
6.164.179.222,VN,Jamaica,Rohanside,69.9383248116,-91.663376254,1101756046
183.3.41.144,DK,Andorra,South Claudefort,19.47159752,119.3593138207,9681249758
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
110.68.210.201,CD,Cambodia,Alaynabury,82.9181685275,-123.5728033147,3226916269
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
196.177.118.154,BS,Kyrgyz Republic,North Vivianne,-55.58258505,-35.7375289984,7824488356
89.115.88.38,AS,Spain,Tillmanchester,25.3213001156,179.4646876473,8690045741
48.18.161.12,SK,Costa Rica,South Jewell,-50.7960067271,141.8233079853,4031366569
119.211.243.110,CY,Bouvet Island (Bouvetoya),Abigaylestad,-84.7302693425,-138.928575096,5068075903
125.23.111.133,IL,Western Sahara,East Felicitastad,60.351933981,-141.9089171984,6352946425
200.93.65.76,TW,Republic of Korea,Port Jaquelinborough,86.2350510691,-68.456807814,7718275777
56.82.12.239,KR,American Samoa,Gilberthaven,68.5516647609,0.3261105517,8478420655
156.86.82.44,SH,"Virgin Islands, British",Pearlietown,-87.9239150338,33.0108317225,7500194449
,CW,Nigeria,,-54.2618911231,74.671580733,0
176.121.155.135,TT,Turks and Caicos Islands,South Kamren,-22.0663994742,92.245969465,4936957496
,AW,Tokelau,,-87.945586157,-125.4219775959,0
116.208.224.156,SY,Cyprus,Fadelshire,25.0757562428,94.3732770841,4252933767
186.78.226.141,BV,Lithuania,Jettbury,27.5913812014,40.8645208418,1670532703
50.216.68.33,KH,Lao People's Democratic Republic,Gulgowskishire,46.306351355,145.5831957771,7607589483
80.163.110.199,GF,"Virgin Islands, British",Maximilliantown,84.3897005986,132.7597229113,4075871267
120.182.127.221,PY,Bosnia and Herzegovina,Amayachester,-33.5754596541,-85.8074996787,7899171500
157.204.96.154,GY,Yemen,Reganmouth,87.3701024635,-123.2987862616,9607506055
222.72.106.194,SO,Bulgaria,Keshawnville,16.1135652467,-53.3126588781,8258323487
2.96.49.188,BL,Ghana,Lake Adellaport,-33.312469334,102.168965631,6058628134
60.132.98.97,SK,Ethiopia,East Filibertomouth,48.444583544,-131.5191577879,2650355500
158.88.95.33,HM,Western Sahara,Arnoldoburgh,-71.8708513313,125.4420891294,2594378336
48.219.102.216,TG,Chad,Hoppeberg,26.0207273501,-33.2197640255,8782141591
146.243.19.36,MA,Togo,Jadenton,-40.0723558056,-91.6899410914,5863699128
16.117.42.153,MC,Saint Barthelemy,New Samir,34.481077198,23.6648368369,6285514028
87.140.55.77,WS,Samoa,North Savannahchester,24.5398961923,169.3802313948,6621718032
92.15.218.22,TO,Croatia,Schinnerfurt,17.0302072627,-116.7566789005,5000288878
6.244.51.14,MZ,Poland,Kulasport,-17.8623249548,170.7272061152,3379933759
43.86.105.160,CK,Jersey,West Kiaraborough,-89.4218527357,134.3386187065,3776059093
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
120.157.62.147,NF,Saint Barthelemy,Schoenmouth,83.8325711396,-95.9659939087,9104170940
88.203.231.8,PY,Sierra Leone,Port Aidanland,4.0665688888,-38.4324272959,5992596273
99.9.81.48,TT,Comoros,Port Eldredburgh,-61.907682845,-177.214881158,5964086267
100.250.161.159,GH,Tanzania,West Santos,67.0978136659,166.6186368635,2148175932
110.17.54.194,MD,Netherlands,Jaymeville,-27.8296262403,136.4961319699,8703377806
176.177.23.16,SM,Pitcairn Islands,New Cynthia,26.7013637019,63.7026422727,9578710718
11.58.61.126,MC,Austria,Abestad,-27.0013120524,-37.2731649693,1691890366
61.109.97.97,CK,Hong Kong,Kleinmouth,37.9474803165,-25.8078595153,5007054542
129.238.138.208,AL,Syrian Arab Republic,West Cleo,84.5920047808,-127.8086618091,9611447741
97.126.63.189,KR,Tuvalu,Arimouth,-53.3987862429,-117.4153154862,6392720174
159.15.14.50,SY,Micronesia,South Tierraborough,35.0139140539,-87.5568404355,4229233516
13.29.171.227,LT,Myanmar,West Okey,18.6301646033,-80.5622847415,2590077249
72.21.171.81,GQ,Republic of Korea,Hermanmouth,-67.7133548835,62.6217214579,7041773286
216.145.194.91,CI,Nauru,Bergstromchester,88.4662696218,62.6060732952,7097342310
68.159.77.76,IQ,Marshall Islands,Pourosberg,-26.1606147228,59.5033374303,5784327697
162.114.99.23,EC,Tanzania,Torpmouth,52.200243242,24.3706784954,5336510284
219.69.105.203,US,Malawi,New Michale,-1.311462253,33.1048406148,5175882349
105.60.219.105,CI,Cocos (Keeling) Islands,East Manuel,16.8426648062,-25.2335159047,8703540961
48.239.137.30,AU,Brazil,Port Marleefort,11.6139212605,-133.9361554024,1191087107
199.174.239.117,ZM,Nepal,New Billieshire,53.4817563664,-40.476469267,8545431355
3.222.121.174,42,Saint Kitts and Nevis,North Hailie,4.4479799549,35.8301779904,0
70.110.222.153,GL,French Polynesia,Kossside,9.771525296,-106.2742883715,8370807204
126.233.3.147,BH,Guatemala,Raymondfort,-3.8709040969,-154.7042460039,7643384253
31.172.97.7,EU,Rwanda,Alanisburgh,latitude,longitude,0
221.228.79.147,TZ,France,Port Wendy,36.8251997176,-52.1692012249,3148700776
61.168.49.16,TM,Timor-Leste,Soledadmouth,-52.7634453312,-133.4266081508,7847854004
152.124.100.212,GW,Uruguay,Tedhaven,44.6537118198,84.4883717336,2698376622
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
65.71.129.99,GW,Albania,West Tyree,54.6793921911,10.388162024,8071646992
120.167.200.180,42,Oman,Port Adriennehaven,-81.7767922323,55.426858312,0
not your IP address,GB,Swaziland,Seanmouth,-45.5425525649,132.1718578491,7938431578
26.154.210.93,SG,Hungary,New Noahchester,36.8083555865,-137.7370618877,6935093456
168.143.57.57,ZM,Croatia,Frederiquechester,-39.6621185215,176.0739983733,2808192126
110.45.178.120,BY,Norway,Rubieland,-62.5178878633,113.3168335205,8007286915
113.189.225.145,KM,Bangladesh,Wunschtown,-38.1248076393,168.3812524307,6835381180
208.113.217.64,NP,Djibouti,Kuhicshire,0.2121789951,58.3960116431,8278622178
52.40.157.223,FR,Luxembourg,North Jamiestad,30.7942514906,174.198295072,1516452513
62.170.223.86,GE,Antigua and Barbuda,South Katarinaside,-61.0809959454,-50.191421107,3596433255
3.43.131.223,CU,American Samoa,Morganmouth,74.8585670611,-107.4084092069,4316203302
85.68.71.24,PA,Netherlands,New Alessiaview,-1.5710614894,174.5796302115,3326541859
202.136.60.33,BV,Jersey,Port Cicero,-28.0052142209,-98.7913422479,6910639159
172.87.9.250,FM,Turkmenistan,Johnshaven,2.654121823,82.1168439515,5113925667
137.165.90.241,US,Italy,North Wade,-79.3864214717,3.9284205738,8317938646
37.246.167.85,TT,Zimbabwe,East Emmanueltown,20.7600051381,-41.9863405396,6520186404
43.233.156.35,42,Myanmar,South Gerhardport,-66.9005947805,-77.5482481967,0
55.37.88.216,TO,Zambia,Antoniettaport,-44.4004683159,105.7417988242,7237724834
142.32.246.247,MM,Cook Islands,West Eunaborough,-83.2365260066,-9.5576153046,1646299640
190.199.212.18,IL,Armenia,New Susieport,-72.1360392173,148.4080336942,7008622324
223.29.138.147,CR,Iraq,East Mike,-73.1748165492,-148.2276866177,2977860786
148.19.49.188,GB,Nicaragua,West Aniyaside,75.6066529272,-178.3845306581,2213937481
213.190.47.150,PS,Benin,Lake Elenora,-13.0700112746,-109.5891264179,9035657626
109.221.2.174,WS,Peru,New Raquelshire,-57.8398696025,-94.4729014361,4197904319
45.188.58.211,FM,Algeria,Otisstad,-55.1310222839,-177.8799598023,4563676191
214.18.88.183,CU,Kenya,East Paoloside,7.6276326734,134.5240872968,6694580979
207.68.21.63,TG,Tunisia,Xavierton,41.3341153516,-120.1909330588,6647731555
,GQ,Cote d'Ivoire,,-84.7949438824,148.5460024025,0
138.113.100.112,ST,Jersey,Ziemeport,29.8760325702,-89.6089579002,2435707444
96.106.188.98,MQ,Djibouti,New Mikel,-37.5097961667,8.1111582392,7298118813
76.228.216.102,KM,Trinidad and Tobago,Lake Toni,-82.2678312114,15.7219138407,1330073879
161.46.16.46,PA,Guam,McDermottstad,-0.5142833292,-92.9028067108,6331745079
166.181.169.182,CN,Thailand,Terrytown,60.3019104787,126.8125501913,1827173193
4.126.66.197,RS,French Southern Territories,East Lindaland,-57.3855262566,-169.0807593331,5324804098
166.31.144.71,CO,Samoa,Dedricland,72.0656854071,-63.6347601895,4634074836
167.137.105.180,KH,Vanuatu,Haneburgh,-51.4683878931,-170.2523518283,3945723008
14.49.146.81,EU,Norway,West Damion,latitude,longitude,0
171.244.39.15,GN,Falkland Islands (Malvinas),Port Kristianview,-44.1505928816,86.4996888965,8055366643
,GT,Fiji,,29.0574265597,-175.1598216114,0
39.54.216.71,,,,0,0,2208058788
11.171.212.193,MW,Nicaragua,New Joelleshire,-53.9774161963,37.6901673782,9025445803
27.145.52.233,MF,French Guiana,Alysamouth,35.9613039451,-19.1301476261,1359448394
181.105.252.107,IL,Ukraine,Lake Nathanialhaven,-37.6513820148,137.271954909,3992351763
53.153.147.66,BN,French Southern Territories,Hickleshire,-86.8123093068,135.6604705724,7621235130
147.121.62.3,BL,India,Elzamouth,82.5545109604,134.7759403256,8437670761
119.48.206.136,SN,Poland,East Lilymouth,30.6083220942,154.1899760976,5122056721
65.155.65.91,HU,Angola,New Devonhaven,-57.4158452811,110.308073921,4655240370
189.46.200.199,PS,Belarus,Antonettafurt,79.2792257416,126.3417932908,8214236850
145.127.148.254,WF,Hungary,Port Kaileyton,-42.1093716873,-50.0330200101,6419652478
139.46.133.124,CC,Guam,South Elnaside,-50.2463516003,-0.5297461313,9560310048
198.43.10.166,LK,Lithuania,Port Theresia,51.9064560199,157.2940673927,7269137793
131.83.131.56,SS,Cocos (Keeling) Islands,South Nico,-66.063454828,-148.2661526944,3847173865
not your IP address,NL,Cambodia,Marciashire,-73.4258682232,-115.9660204811,6461100421
113.87.199.9,TN,Tunisia,North Darrellburgh,63.0109242514,-99.730125175,5266874933
8.29.88.201,SO,Micronesia,Lake Trenton,2.6421675494,56.526030671,7934554024
149.187.100.83,YT,Finland,Feltonhaven,-82.123778746,-71.845197139,2538842079
148.216.18.212,FO,Egypt,West Jaylonfurt,-39.2299330747,-33.8116717028,5747002291
20.247.197.185,SN,Czech Republic,Port Gaystad,-21.5770925206,60.6556762244,3283613340
132.174.137.8,MK,El Salvador,New Trever,-73.0137727568,-57.6365687313,9307103813
60.107.165.221,BJ,Equatorial Guinea,North Francescoland,-13.9224321947,-155.9356927975,8408690617
35.226.33.182,PT,Bolivia,New Nathanael,13.9174680331,151.897983482,2195510768
99.9.209.17,IN,Benin,West Owen,-72.8504438242,-23.3879777229,4189580294
213.80.151.185,,,,0,0,6992038384
159.57.177.206,BD,Taiwan,Aufderharview,-77.1494481331,-5.9239129809,4984337903
103.163.101.64,,,,0,0,8149328592
60.127.194.147,PE,Northern Mariana Islands,East Talontown,6.2555612294,-153.6608164215,8030053920
15.26.250.108,TD,Botswana,Lake Agustinatown,31.6728599909,92.7812907108,5542464601
175.198.221.162,AI,Burkina Faso,West Taraburgh,44.0268195859,47.1077960668,7211367600
79.190.94.245,AZ,French Polynesia,Stracketon,54.1356076366,106.545450874,9641816340
109.167.153.225,LT,Congo,Kubfurt,1.2054528292,15.4262539997,7187587280
2.213.202.211,TZ,Sri Lanka,Wildermanton,66.0877769393,-173.8539045655,5578767511
199.58.65.51,LY,French Guiana,East Raymond,83.1367799144,45.8450048911,3727186275
72.135.195.157,MD,Cameroon,West Madiebury,-89.0896316057,142.7690427791,3504544475
46.16.46.161,GE,Japan,Lake Candiceborough,9.4852721087,101.4314572166,9098626128
167.32.121.192,NA,Belgium,Hoegerville,-16.7463490324,140.3090914101,8143063866
152.195.238.129,KI,Paraguay,Robelberg,60.5456641823,177.794304019,9536177379
130.88.142.172,GP,Antigua and Barbuda,Port Jaimeshire,-33.6996489431,90.7767388692,1830133389
,TF,Lao People's Democratic Republic,,32.5504223427,-54.3030309511,0
126.127.185.120,PN,Seychelles,North Quinton,-11.0686548328,-37.6723343887,3208751362
143.144.251.131,MQ,Democratic People's Republic of Korea,New Chazberg,30.1644461261,64.9714506436,5015372278
50.242.232.177,BB,Czech Republic,South Dillan,60.8712715129,-98.1262555606,5867224453
186.173.3.190,AD,Denmark,West Joanneburgh,-60.8820110081,-12.0178870846,2079039476
